2025-12-02 18:28:20;Вася;5
2025-12-02 18:28:24;Вася;0
2025-12-02 18:37:51;Вася;0
2025-12-02 18:38:14;Вася;7
2025-12-02 18:41:09;Вася;0
2025-12-02 18:41:23;Вася;0
2025-12-02 18:41:34;Вася;0
2025-12-02 18:42:59;Вася;0
2025-12-02 18:43:02;Вася;0
2025-12-02 18:43:04;Вася;1
2025-12-02 18:43:05;Вася;1
2025-12-02 18:43:22;Вася;0
2025-12-02 18:43:28;Вася;0
2025-12-02 18:43:30;Вася;0
2025-12-02 18:43:33;Вася;1
2025-12-02 18:48:09;Вася;0
2025-12-02 18:48:11;Вася;0
2025-12-02 18:48:19;Вася;3
2025-12-02 18:50:50;Вася;0
2025-12-02 18:50:52;Вася;0
2025-12-02 18:50:54;Вася;0
2025-12-02 18:50:55;Вася;0
2025-12-02 18:50:57;Вася;0
2025-12-02 18:51:05;Вася;2
2025-12-02 18:51:07;Вася;0
2025-12-02 18:51:08;Вася;0
2025-12-02 18:51:29;Вася;5
2025-12-02 18:52:52;Вася;0
2025-12-02 18:53:34;Вася;0
2025-12-02 18:53:40;Вася;1
2025-12-02 18:53:43;Вася;0
2025-12-02 18:53:47;Вася;0
2025-12-02 18:53:49;Вася;0
2025-12-02 18:53:50;Вася;0
2025-12-02 18:53:55;Вася;1
2025-12-02 18:53:56;Вася;0
2025-12-02 18:54:00;Вася;2
2025-12-02 18:54:40;Вася;0
2025-12-02 18:54:51;Вася;0
2025-12-02 18:54:53;Вася;0
2025-12-02 19:01:48;Вася;0
2025-12-02 19:01:50;Вася;0
2025-12-02 19:01:52;Вася;1
2025-12-02 19:04:28;Вася;0
2025-12-02 19:04:39;Вася;4
2025-12-02 19:04:42;Вася;0
2025-12-02 19:04:44;Вася;0
2025-12-02 19:19:34;Вася;4
2025-12-02 19:21:59;Вася;0
2025-12-02 19:22:06;Вася;2
2025-12-02 19:22:09;Вася;0
2025-12-02 19:22:10;Вася;0
2025-12-02 19:22:13;Вася;1
2025-12-02 19:24:53;Вася;0
2025-12-02 19:24:58;Вася;1
2025-12-02 19:25:26;Вася;3
2025-12-02 19:26:19;Вася;2
2025-12-02 19:26:37;Вася;0
2025-12-02 19:27:04;Вася;4
2025-12-02 19:27:09;Вася;0
2025-12-02 19:27:22;Вася;3
2025-12-02 19:32:10;Вася;25
2025-12-02 19:39:47;Вася;4
2025-12-02 19:40:00;Вася;1
2025-12-02 19:40:09;Вася;0
2025-12-02 19:46:49;Вася;1
2025-12-02 20:36:58;Андрей;0
2025-12-02 20:37:13;Андрей;8
2025-12-02 20:37:18;Андрей;0
2025-12-02 20:40:04;Андрей;1
2025-12-02 20:40:07;Андрей;0
2025-12-02 20:40:14;Андрей;0
2025-12-02 20:40:35;Андрей;10
2025-12-02 20:49:08;Андрей;0
2025-12-02 20:49:58;Player;0
2025-12-02 20:50:36;Player;0
2025-12-02 20:51:00;Player;0
2025-12-02 20:51:17;Player;0
2025-12-02 20:51:26;Player;2
2025-12-02 20:51:35;Player;0
2025-12-02 20:52:04;Player;2
2025-12-02 20:52:08;Player;0
2025-12-02 20:52:13;Player;1
2025-12-02 20:52:33;Player;4
2025-12-02 20:52:39;Player;0
2025-12-02 20:52:44;Player;0
2025-12-02 20:52:47;Player;0
2025-12-02 20:52:54;Player;3
2025-12-02 20:55:12;Player;0
2025-12-02 21:56:40;Андрей;8
2025-12-02 21:57:00;Андрей;2
2025-12-02 21:57:16;Андрей;8
2025-12-02 22:30:50;Андрей;4
2025-12-02 22:44:51;Андрей;0
2025-12-02 22:45:13;Андрей;11
